TMC,DISTANCE,AADT,NO_LANES,MEDWID,SPD_LIMT,SURF_WID,ACCESS,RTE_NBR,Facility_Type,Total,Fatal,Injury,PDO,Total_NonInt,Fatal_NonInt,Injury_NonInt,PDO_NonInt,SHD_WID,myState,OptSpd,SpdVarr1,SpdVarr1_wkd,SpdVarr1_wke,OptSpd_wkd,OptSpd_wke,SpdVarr2,SpdVarr3,SpdVarr4,SpdAvg,SpdCrash,SpdBefCr1,SpdBefCr2,SpdBefCr3,SpdBefCr4,SpdBefCrSD1,SpdBefCrSD2,SpdBefCrSD3,SpdBefCrSD4,SpdBefCrSim1,SpdBefCrSim2,SpdBefCrSim3,SpdBefCrSim4,SpdFF,L_of_Cuv,N_of_Cuv,MinRadius
122P11940,1.25908,7460,2,NA,NA,22,N,0528R,1_R2L,1,0,0,1,1,0,0,1,NA,OH,31.99544471,2.162485177,2.162534367,2.162795039,31.62616411,33.68156015,0.670595941,0.564391715,1.071519838,22.94867645,NA,NA,NA,NA,NA,NA,NA,6.825273913,4.960639417,NA,NA,NA,NA,32.37634286,0,0,-1
122P17877,0.641,7534.431305,4,60,NA,48,L,0013R,3_RMD,1,0,0,1,0,0,0,0,NA,OH,64.1,1.239149803,1.239205089,1.239506189,63.22191781,65.30943396,0.399426025,0.61265898,0.678106082,58.84410035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.1,0.59,10,572.96
122P17908,1.44046,3698.411734,2,NA,NA,24,N,0021R,1_R2L,0,0,0,0,0,0,0,0,NA,OH,55.75974194,1.427525108,1.4275888,1.427935672,55.75974194,56.21348602,0.296799188,0.439424712,0.183125185,50.9854666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.06114595,0,0,-1
122N04338,6.39452,16600.92722,4,61.49068208,NA,48,F,0422R,3_RMD,11,0,1,10,11,0,1,10,NA,OH,66.49414211,0.86808976,0.868109507,0.868214149,65.96066476,67.47152441,0.66849339,0.231021453,0.101410968,62.42996006,66.34759772,65.05970541,65.05970541,65.05970541,65.05970541,9.752121837,8.089028185,6.841898317,6.080849833,66.44297108,66.74510246,66.44536145,66.66264197,66.27717466,0.619999999,4,954.9333333
122N04339,5.25361,31480,4,62,NA,48,F,0422R,3_RMD,14,1,5,8,14,1,5,8,NA,OH,64.5494744,0.893779465,0.893799796,0.893907535,64.00337056,65.670125,0.766097034,0.182346536,0.128899963,59.98523216,63.54126285,62.91963593,62.91963593,62.91963593,62.91963593,4.711635428,5.880564475,5.865557931,8.211549485,64.10187739,63.8266146,63.41942151,63.82248643,64.32991837,0,0,-1
122N04176,2.46348,29720,4,80,NA,48,F,0090R,0_RI,2,0,1,1,2,0,1,1,NA,OH,66.63852863,0.712088757,0.712104954,0.712190792,66.34808978,67.27075601,0.932024319,0.368173728,0.409346535,64.26095869,66.85086573,65.93612359,65.93612359,65.93612359,65.93612359,1.358141914,1.62822802,1.507038487,1.286646694,65.4676801,65.90661723,65.84959931,65.5876268,66.56943453,0,0,-1
122N05071,5.24946,28467.17609,4,82.01584365,NA,48,F,0070R,0_RI,15,0,2,13,14,0,2,12,NA,OH,63.62981818,1.075665832,1.0756903,1.075819964,63.5584843,63.84478378,0.809589016,0.618559025,0.129648448,61.20353314,64.47648089,64.77420669,64.77420669,64.77420669,64.77420669,5.125578529,4.468954912,4.816511326,5.089283368,64.55724065,64.2246287,64.06663723,64.03408518,63.42161695,0,0,-1
122N05073,6.5998,29854.74292,4,92,NA,48,F,0070R,0_RI,34,0,9,25,34,0,9,25,NA,OH,66.28955127,1.031699862,1.03172333,1.031847694,66.18183844,66.53707351,0.685360972,0.544855254,0.242889699,64.09489051,66.0478824,65.81823897,65.81823897,65.81823897,65.81823897,7.124904927,5.599599347,4.921664245,4.501599881,66.62731044,66.58368986,66.82409046,66.6771188,66.02856878,0,0,-1
122N05072,6.65217,28894.73293,4,92,NA,48,F,0070R,0_RI,16,0,9,7,16,0,9,7,NA,OH,67.23765653,1.12813175,1.128157411,1.1282934,67.14339813,67.49031094,0.738219333,0.534167453,0.212799501,64.83800472,64.94910082,67.28146118,67.28146118,67.28146118,67.28146118,24.36138227,23.84941055,23.54116573,23.0939657,67.03448189,67.06509498,67.01188255,67.41668859,67.00250501,0,0,-1
122N05068,3.8151,30978.2931,4,60,NA,48,F,0070R,0_RI,16,0,3,13,15,0,3,12,NA,OH,64.02965035,1.315808488,1.315838419,1.315997031,63.97993789,64.17675412,0.798382099,0.682979155,0.054641773,61.3630544,64.30518706,66.52245944,66.52245944,66.52245944,66.52245944,5.448729252,4.847024716,4.572354057,4.795975952,63.89313377,63.88818178,63.8559938,63.8559938,63.78185759,0,0,-1
122N05066,0.33762,38535,4,60,NA,48,F,0070R,0_RI,2,0,0,2,2,0,0,2,NA,OH,67.94340373,0.790081532,0.790099504,0.790194743,67.524,68.56283077,0.770852935,0.377179276,0.212432255,65.30401302,65.71962781,65.62173541,65.62173541,65.62173541,65.62173541,2.471214572,2.178719339,2.936204476,2.631654808,69.42049617,69.45325714,69.45325714,69.45325714,67.86676142,0,0,-1
122N05065,2.30727,40685.63144,4,60,NA,48,F,0070R,0_RI,9,0,0,9,9,0,0,9,NA,OH,66.09685942,0.788745093,0.788763035,0.788858112,65.96562806,66.39272257,0.622409068,0.368951784,0.12965632,64.01193126,65.99316127,65.30881267,65.30881267,65.30881267,65.30881267,18.5917777,16.08259352,14.91505537,13.14859093,66.31683047,66.18463745,66.17805846,66.18463745,65.922,0,0,-1
122N05067,4.41589,34793.35167,4,60,NA,48,F,0070R,0_RI,16,0,3,13,16,0,3,13,NA,OH,66.12355217,1.013754844,1.013777904,1.013900105,66.05486427,66.35354713,0.789591511,0.505846774,0.081570023,63.84097076,64.3372736,65.0127062,65.0127062,65.0127062,65.0127062,5.583420405,4.486775839,3.964777842,3.554875511,65.53163637,65.19923861,65.25611134,65.31420087,65.98631892,0,0,-1
122N04716,7.13582,41720.87085,6,106.118994,NA,72,F,0080K,0_RI,33,0,6,27,33,0,6,27,NA,OH,68.20075752,1.632372916,1.632410047,1.632606819,67.99841792,68.80969286,0.973856163,0.59541735,0.510807534,65.39612379,66.64452545,68.08935672,68.08935672,68.08935672,68.08935672,6.080226309,5.711725846,6.099723349,6.230313444,68.74831044,68.78512893,68.81738109,68.74831044,67.88536093,0,0,-1
122N04711,5.92678,29302.46213,4,81.93853746,NA,48,F,0271R,0_RI,2,0,0,2,1,0,0,1,NA,OH,63.59585097,1.184849672,1.184876624,1.185019449,63.31278338,64.52250065,0.949062453,0.340606433,0.575358921,60.45194593,62.48692308,62.2915368,62.2915368,62.2915368,62.2915368,0.021425088,0.410673713,1.018795605,1.321059949,64.98339366,64.90341199,64.19526006,64.49138086,63.34411084,0.48,2,1909.866667
122N04710,2.47477,29985,4,78,NA,48,F,0271R,0_RI,3,0,2,1,3,0,2,1,NA,OH,60.90795028,0.932534756,0.932555968,0.932668378,60.74435455,61.33681239,1.489444288,0.102175111,0.498254922,57.15733735,44.52446096,60.72215376,60.72215376,60.72215376,60.72215376,2.488293808,2.032097827,2.595712791,2.71723012,61.26588664,60.68121412,60.46254844,59.81888037,60.81346075,0.24,1,1909.866667
122N05037,1.53687,42792,6,60,NA,72,F,0071R,0_RI,7,0,1,6,4,0,0,4,NA,OH,66.96804075,1.064505251,1.064529465,1.064657784,66.65942169,67.70718281,0.980355358,0.675900933,0.295379038,63.48699219,68.54974573,65.47068484,65.47068484,65.47068484,65.47068484,2.706170803,2.46171222,2.259499373,2.60623536,68.56964533,68.71989345,68.65595484,68.70437887,66.7599638,0.17,1,520.8727273
122N05193,14.02504,38891.83775,6,32,NA,73.47564778,F,0080K,0_RI,50,0,12,38,50,0,12,38,NA,OH,69.14090243,1.783561661,1.783602231,1.783817227,68.60073913,70.46693208,1.157945499,1.031112001,0.509104003,66.12401567,70.23251111,69.95438377,69.95438377,69.95438377,69.95438377,7.795169765,6.626825375,6.02656105,5.636328997,69.83301684,69.82617587,69.86119927,69.90835479,68.96500763,0,0,-1
122N05087,2.24038,32658.64009,4,51.53405549,NA,48,F,0070R,0_RI,5,0,0,5,5,0,0,5,NA,OH,66.24532238,0.756078878,0.756096076,0.756187216,66.10957377,66.51849897,0.66927343,0.43604098,0.16197652,64.17027495,63.97133,66.85328832,66.85328832,66.85328832,66.85328832,19.40699286,14.98569661,12.91390911,11.27958556,66.22305611,66.14346453,66.31411566,66.60319689,66.10957377,0,0,-1
122N05088,7.81042,34318.68323,6,36.21472961,NA,60.63989226,F,0070R,0_RI,41,0,14,27,41,0,14,27,NA,OH,67.11958305,1.215277381,1.215305025,1.215451518,66.91393019,67.57663609,1.008129758,0.569373287,0.403555941,64.92254273,66.50322458,67.15702983,67.15702983,67.15702983,67.15702983,9.933853508,7.98971712,6.886079693,6.357267948,67.03691054,66.87679431,67.00162727,67.08355306,66.94645714,0,0,-1
122N05089,3.8361,39751.35134,6,24,NA,72,F,0070R,0_RI,10,0,3,7,10,0,3,7,NA,OH,65.29531915,0.933995775,0.934017021,0.934129608,65.14132075,65.68280968,0.773307109,0.524039039,0.277216524,63.2416326,64.93333961,64.10691118,64.10691118,64.10691118,64.10691118,5.733011254,5.511109176,5.373627308,5.241738632,66.05417051,65.94752914,65.95802574,65.91604351,65.09014925,0,0,-1
122N05086,9.5375,33613.19535,4,85.93256662,NA,48,F,0070R,0_RI,10,0,1,9,10,0,1,9,NA,OH,67.44475364,1.286230133,1.28625939,1.286414436,67.20274017,68.125,0.981296734,0.616908521,0.278175198,64.72743362,66.81027886,67.83839582,67.83839582,67.83839582,67.83839582,6.457782023,5.529537954,5.37432379,5.022629004,67.27361861,67.44641049,67.57761348,67.48231176,67.31253063,0,0,-1
122N05078,3.60873,40943.63768,4,92,NA,48,F,0070R,0_RI,17,0,3,14,17,0,3,14,NA,OH,65.76424666,0.916690844,0.916711696,0.916822197,65.64089937,66.05810847,0.791304092,0.43394284,0.329146655,63.717186,65.01192584,65.26369108,65.26369108,65.26369108,65.26369108,4.946686805,6.81391775,8.759182801,9.580925156,65.89760825,66.00217443,65.95889357,65.96168436,65.58566933,0,0,-1
122N05232,3.30551,28629.05792,4,68,NA,48,F,0271R,0_RI,12,0,3,9,12,0,3,9,NA,OH,64.81980572,1.196689679,1.1967169,1.196861152,64.4977561,65.74495028,0.991592124,0.471309011,0.566648698,61.68658226,63.85391377,63.78131627,63.78131627,63.78131627,63.78131627,5.31887452,5.151294858,4.553800857,4.01303802,64.8640011,64.99120789,64.84924251,64.73165549,64.57300412,0.22,1,1909.866667
122N05142,5.39203,28007.2211,4,93.4092765,NA,48,F,0090R,0_RI,18,0,6,12,17,0,6,11,NA,OH,61.5580592,0.643552863,0.643567502,0.643645077,61.30297391,62.19760792,1.124116294,0.234072236,0.466277667,58.95683914,60.27950453,61.5597682,61.5597682,61.5597682,61.5597682,2.416474329,2.691524563,2.438993209,2.501275434,61.19874892,61.26823329,61.29886737,61.28274033,61.49895968,0.46,1,1909.866667
122N05141,5.0869,33210,4,91.06816283,NA,48,F,0090R,0_RI,12,0,2,10,12,0,2,10,NA,OH,65.28641711,0.88977585,0.889796089,0.889903346,64.95834466,66.09244679,1.08886955,0.398960407,0.464008016,62.71721946,65.42350254,65.69569161,65.69569161,65.69569161,65.69569161,3.56492025,5.557830303,5.095016733,5.297462622,64.82731673,64.46509265,64.59555556,64.5855915,65.19133981,0,0,-1
122N05140,2.74426,36050,4,83.5353555,NA,48,F,0090R,0_RI,3,0,0,3,3,0,0,3,NA,OH,66.52751515,0.751357844,0.751374935,0.751465506,66.26720626,67.31448835,0.975746873,0.361555901,0.53716368,64.1802099,64.19461615,65.26114583,65.26114583,65.26114583,65.26114583,1.095057349,1.912121414,2.24099294,2.051887219,65.93501284,65.94657192,66.24357249,66.33345992,66.47080037,0,0,-1
122N05198,7.3941,19420,4,58,NA,48,L,0002R,3_RMD,15,0,3,12,15,0,3,12,NA,OH,69.43969459,1.135196141,1.135221963,1.135358803,68.75271632,71.00590165,1.161419346,0.394164709,0.415932536,65.86344879,68.08692186,71.29186017,71.29186017,71.29186017,71.29186017,4.388821559,3.931076956,3.761726432,3.888946768,69.45084134,69.86551181,69.86551181,69.93526429,69.37991312,0,0,-1
122N05277,3.51315,13200,4,60.27041279,NA,48,F,0030R,3_RMD,20,0,0,20,20,0,0,20,NA,OH,65.59823651,0.816659336,0.816677913,0.816776355,65.53025907,65.81687855,0.633387592,0.244188158,0.346082102,62.08864312,64.63833167,65.44396203,65.44396203,65.44396203,65.44396203,7.665945641,8.26162919,7.511003503,7.403921794,65.21396621,65.51159431,65.49575788,65.55454753,65.34190201,0.06,1,1432.4
122N05194,0.01852,38894.09357,6,32,NA,72,F,0080K,0_RI,0,0,0,0,0,0,0,0,NA,OH,66.672,0,0,0,66.672,66.672,0,0,0,66.35702398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.672,0,0,-1
122N05252,3.79994,7130.961351,4,48,NA,49.02312764,L,0022R,3_RMD,2,0,0,2,2,0,0,2,NA,OH,64.77170455,0.931238615,0.931259798,0.931372052,64.88435099,64.47659387,0.559792466,0.118259036,0.034087415,61.53365675,57.1837715,56.80583508,56.80583508,56.80583508,56.80583508,9.153278388,7.40387867,6.554093918,6.438977952,67.6213946,66.11332943,65.41091132,64.83855287,64.52728302,0.78,12,358.1
122N05287,3.28783,53195.56988,6,60.85537205,NA,67.42975197,F,0080R,0_RI,5,0,2,3,5,0,2,3,NA,OH,64.7375825,0.874774557,0.874794456,0.874899904,64.56102545,65.24311254,0.632755735,0.278395037,0.296683757,62.29251405,54.06842032,63.91924464,63.91924464,63.91924464,63.91924464,11.56481729,10.14050272,9.835978483,9.843824068,63.96787976,64.06024284,64.29219575,64.78926288,64.56102545,0,0,-1
122N05090,2.97977,43580,4,35.71043785,NA,48,F,0070R,0_RI,12,0,3,9,12,0,3,9,NA,OH,65.74364862,0.772807713,0.772825292,0.772918449,65.61964952,66.18306632,0.675403384,0.381418536,0.048121858,63.92475413,65.43708149,65.99312377,65.99312377,65.99312377,65.99312377,2.81113498,3.526873376,3.660503738,4.403585569,66.60082596,66.08794016,66.28530587,66.28530587,65.6430719,0,0,-1
122N05221,3.24749,15148.28752,4,40.5771544,NA,48,L,0020R,3_RMD,14,0,2,12,14,0,2,12,NA,OH,67.06097897,1.385886128,1.385917653,1.386084712,66.42593182,68.77037647,0.741274992,0.162645758,0.143445426,63.40669355,65.8094479,68.65392842,68.65392842,68.65392842,68.65392842,10.12023423,7.594352697,8.274626271,8.446201766,66.80769005,66.99747842,67.73452895,67.51994819,66.80550857,2.1,15,139.7463415
122N05091,3.3874,48617.66752,4,44.23764097,NA,48,F,0070R,0_RI,21,0,5,16,19,0,5,14,NA,OH,66.18529172,0.906372624,0.906393241,0.906502498,66.03595668,66.54646658,0.755112873,0.392978209,0.066369677,64.26625887,65.71476924,67.43905259,67.43905259,67.43905259,67.43905259,3.903954751,4.354207918,4.021847043,3.687992465,66.88714,66.69828873,66.66773576,66.81080572,66.0061705,0,0,-1
122N05222,2.27418,22657.38919,4,44,NA,48,L,0020R,3_RMD,5,0,1,4,5,0,1,4,NA,OH,66.47129635,1.110365546,1.110390804,1.110524651,65.91826087,67.94230705,0.780222183,0.175631389,0.398699529,62.36008589,64.78800383,67.22697951,67.22697951,67.22697951,67.22697951,19.82994754,13.80286988,11.20692694,10.41815617,67.66155372,67.66155372,67.12072106,67.10695082,66.29188664,0,0,-1
122N05092,4.44168,51347.4022,4,86.77270933,NA,48,F,0070R,0_RI,20,0,4,16,19,0,4,15,NA,OH,66.76429228,0.989131338,0.989153837,0.98927307,66.57896461,67.16155968,0.792705976,0.390364252,0.065703899,64.83104808,66.58589992,66.89730632,66.89730632,66.89730632,66.89730632,2.484317322,2.811477036,3.15982014,3.992162871,66.92149289,67.02783664,66.91796805,66.95299223,66.55587097,0,0,-1
122N05218,3.14403,38895,6,32,NA,72,F,0080K,0_RI,12,0,2,10,12,0,2,10,NA,OH,67.57318209,1.21155665,1.211584209,1.211730254,67.27196434,68.42422972,0.952597243,0.767619863,0.38032065,65.22450523,67.07005869,67.2983139,67.2983139,67.2983139,67.2983139,3.702950802,3.392522611,2.903695763,3.031252593,67.20511852,67.19603058,67.8331908,68.00286054,67.43988849,0,0,-1
122N05077,5.56364,37745.33505,4,92,NA,48,F,0070R,0_RI,25,0,5,20,25,0,5,20,NA,OH,66.46826549,1.105263191,1.105288333,1.105421564,66.30324083,66.96643997,0.819120359,0.495403475,0.382756899,64.31143215,66.62831849,65.37568828,65.37568828,65.37568828,65.37568828,6.724225911,6.685910081,6.559352652,6.458636973,66.46827057,66.44438044,66.61564523,66.61564523,66.2968409,0,0,-1
122N05233,0.05557,28402.71483,4,68,NA,48,F,0271R,0_RI,0,0,0,0,0,0,0,0,NA,OH,66.684,0,0,0,66.684,66.684,0,0,0,66.08767136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.684,0.05557,2,716.2
122N05282,12.14429,35727.51015,6,32,NA,72,F,0080K,0_RI,58,0,9,49,58,0,9,49,NA,OH,68.95811356,1.705563656,1.705602452,1.705808046,68.65131222,69.6243406,1.106799967,0.804473807,0.596492443,66.05386931,67.67628498,67.47608761,67.47608761,67.47608761,67.47608761,6.042495803,5.986074689,6.050163923,6.149805861,68.57503885,68.65132632,68.59386671,68.44665347,68.62437253,0,0,-1
122N05283,3.46472,35782.91263,6,32,NA,72,F,0080K,0_RI,30,0,5,25,27,0,5,22,NA,OH,66.8196,1.275356324,1.275385335,1.27553907,66.70049198,67.20965604,0.955519677,0.538943616,0.512848834,64.22696039,66.44013359,67.2474787,67.2474787,67.2474787,67.2474787,4.03677517,4.068806507,4.140004112,4.368723746,66.72279486,66.71089999,66.65742339,66.64703391,66.57009747,0,0,-1
122N05284,6.46603,38071,6,32,NA,72,F,0080K,0_RI,31,0,6,25,31,0,6,25,NA,OH,67.55320339,1.56012052,1.560156008,1.56034407,67.29282004,68.21306374,0.895413902,0.670935879,0.650089754,64.80569175,66.8040814,65.80982473,65.80982473,65.80982473,65.80982473,2.96918121,6.773515478,5.874073782,5.355343739,67.58916756,67.54258695,67.48302839,67.48221332,67.27175286,0,0,-1
122N05235,3.05943,15240.63465,4,70.71118722,NA,48,F,0030R,3_RMD,0,0,0,0,0,0,0,0,NA,OH,65.79419355,0.355550297,0.355558385,0.355601244,65.63735399,66.34908434,0.391243141,0.086108244,0,62.87595907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.72571764,0.36,5,572.96
122N05236,1.14551,14960.32023,4,64.79803042,NA,48,F,0030R,3_RMD,0,0,0,0,0,0,0,0,NA,OH,64.77229319,0.53177246,0.531784556,0.531848657,64.4349375,65.45771429,0.51896436,0.110760628,0.237367052,61.63844076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.53439764,0.25,3,572.96
122N05237,0.01575,14280,4,48,NA,48,F,0030R,3_RMD,0,0,0,0,0,0,0,0,NA,OH,56.7,0,0,0,56.7,56.7,0,0,0,56.67524017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7,0,0,-1
122N05410,0.51429,9880,4,NA,NA,47.14572442,N,0422R,2_RMU,4,0,1,3,3,0,1,2,NA,OH,45.15717073,1.437015358,1.437048045,1.437221268,45.15717073,46.2861,0.828338966,0.507859487,0.414293863,34.30166209,40.55625145,41.966064,41.966064,41.966064,41.966064,1.472540765,1.827772174,5.866405672,5.637651112,44.01606866,43.15563913,43.13237552,43.87164379,45.15717073,0,0,-1
122N05412,0.51229,7932.084672,4,NA,NA,61.42840348,N,0422R,2_RMU,1,0,0,1,1,0,0,1,NA,OH,59.49174194,0.949154349,0.949175939,0.949290353,59.49174194,61.4748,0.628551252,0,0,55.75768953,51.95053521,56.74596923,56.74596923,56.74596923,56.74596923,NA,0.626960307,0.612830926,0.612830926,56.84672557,56.70297986,57.632625,57.72558085,59.49174194,0,0,-1
122N05409,2.36555,11229.88321,4,NA,NA,42.70103955,N,0422R,3_RMD,17,0,5,12,8,0,1,7,NA,OH,49.368,1.542215917,1.542250998,1.542436902,48.71842105,51.19702036,0.519994811,0.339814244,0.21361182,41.45754877,45.66341463,46.55397149,46.55397149,46.55397149,46.55397149,13.1868628,14.59773352,12.91371014,11.98122652,48.7149561,48.78487383,49.22531792,48.94241379,49.60765049,0,0,-1
122N05575,2.08555,12534.50994,2,NA,NA,26.7002501,N,0020R,1_R2L,8,1,2,5,6,1,2,3,NA,OH,55.82141264,1.916747212,1.916790812,1.917021863,55.20573529,57.02263291,0.227962832,0.221323372,0.864048536,43.86097587,49.5660127,57.73274914,57.73274914,57.73274914,57.73274914,6.578888988,12.31830247,12.749948,13.57591319,54.72501767,55.06418213,54.05819833,53.9563722,56.02970149,1.13,11,139.7463415
122N05422,5.01475,4578.481905,2,NA,NA,26.14652501,N,0018R,1_R2L,6,0,2,4,5,0,2,3,NA,OH,51.40587782,3.177287628,3.177359902,3.177742902,50.99745763,52.78684211,1.112459563,0.868134204,0.973614602,38.1558937,16.71372616,48.20723891,48.20723891,48.20723891,48.20723891,9.993348142,7.416714314,10.35201705,10.275968,49.16449011,56.64703226,55.17797022,54.38265734,51.58028571,0.81,8,272.8380952
122N05569,1.87021,4460,2,NA,NA,24.67896109,L,0020R,1_R2L,2,1,0,1,2,1,0,1,NA,OH,53.32174884,1.665534975,1.665572861,1.66577363,53.01382677,54.73785366,0.83750946,0.379255036,0.163276417,44.91920378,43.06666951,38.694,38.694,38.694,38.694,NA,NA,1.902086991,2.737097495,53.42167634,53.23109655,55.92625886,54.64335014,53.43457143,0.06,1,636.6222222
122N05567,0.60575,5180,2,NA,NA,24,N,0020R,1_R2L,0,0,0,0,0,0,0,0,NA,OH,54.5175,1.017882714,1.017905868,1.018028567,54.5175,55.91538462,0.743263636,0,0,49.08950995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5175,0.27,3,1145.92
122N05450,2.63651,2870.183069,2,NA,NA,24,N,0224R,1_R2L,2,0,0,2,2,0,0,2,NA,OH,54.86379191,1.047390617,1.047414442,1.047540698,54.75828462,55.35172558,0.29826784,0.347465992,0.228187772,47.1384117,48.12725401,57.37002211,57.37002211,57.37002211,57.37002211,10.95800516,8.032632345,6.458431019,6.458431019,52.70594229,55.60475331,55.66967421,56.3969429,54.86379191,0.21,3,954.9333333
122N05449,0.99039,3215.84675,2,NA,NA,28.66440907,N,0224R,1_R2L,1,0,0,1,0,0,0,0,NA,OH,36.75674227,1.473456568,1.473490085,1.4736677,36.75674227,37.53056842,0.269614584,0.636378768,0.84715099,30.65372286,42.44528571,31.64559763,31.64559763,31.64559763,31.64559763,NA,4.019136977,5.864487075,5.864487075,31.99967432,34.33559364,34.6256555,34.36710172,36.75674227,0.68,7,358.1
122N05323,1.5514,22663.51342,4,56,NA,48,F,0076K,0_RI,8,0,1,7,8,0,1,7,NA,OH,66.48857143,0.865554064,0.865573753,0.86567809,66.13863158,67.20866426,0.870285655,0.669728945,0.140034919,63.6279999,65.10903721,65.61092924,65.61092924,65.61092924,65.61092924,1.504410579,2.207262639,2.410326931,2.73500689,65.96373129,66.30968177,66.33067249,66.34228302,66.29127596,0,0,-1
122N05695,1.47807,23205.68211,4,NA,NA,60,N,0018R,2_RMU,8,0,2,6,7,0,1,6,NA,OH,54.02083249,1.357062404,1.357093273,1.357256857,53.21052,55.427625,0.763554362,0.081276137,0.81661464,46.63719894,49.65940291,55.63735115,55.63735115,55.63735115,55.63735115,7.667082806,7.511523145,12.52476493,12.16765166,53.12926273,51.80440056,51.66069903,52.84725669,54.29644898,0.26,5,440.7384615
122N05692,2.04253,21439.68036,4,NA,NA,60,N,0018R,2_RMU,6,0,2,4,4,0,1,3,NA,OH,42.01896119,4.434306603,4.43440747,4.434941995,41.19553143,43.83372876,0.840060326,0.2355656,0.926815068,31.17734428,45.57452927,32.36864672,32.36864672,32.36864672,32.36864672,12.01406273,10.86568303,9.481720351,8.969646866,44.48765412,44.36503527,43.47438015,40.27868471,43.2323945,0.23,4,440.7384615
122N05425,3.2139,10281.08249,2,NA,NA,22.135885,N,0018R,1_R2L,1,0,1,0,0,0,0,0,NA,OH,41.96922196,3.122322813,3.122393836,3.12277021,40.59663158,45.19106373,0.622503123,0.29535901,0.124350282,31.95723174,39.65737789,24.70471174,24.70471174,24.70471174,24.70471174,NA,9.8201693,8.729464429,7.12840309,35.62738261,36.31411511,36.40632937,36.30955862,42.22642336,0.54,9,520.8727273
122N05424,5.13013,6522.560653,2,NA,NA,24.27694018,N,0018R,1_R2L,11,0,7,4,8,0,5,3,NA,OH,48.56119066,2.491676654,2.491733332,2.492033687,48.60443043,48.47366929,0.898031297,0.611989105,0.765336569,33.10579651,41.97885225,40.04553211,40.04553211,40.04553211,40.04553211,11.59158316,11.62762988,11.39958115,11.22204873,46.68409291,46.952664,46.952664,47.38932828,48.98797878,0.63,13,204.6285714
122N05329,4.47023,31890,4,50,NA,48,F,0076R,0_RI,10,0,2,8,10,0,2,8,NA,OH,66.68298895,0.791743446,0.791761455,0.791856895,66.57150022,67.07674053,0.747331004,0.267368855,0.158283312,64.39987572,64.51178615,66.77600567,66.77600567,66.77600567,66.77600567,1.695728123,2.171232435,8.625299769,7.773161018,66.02647753,67.03716037,66.7625322,66.85274282,66.44936486,0,0,-1
122N05407,1.48826,13040,2,NA,NA,24,N,0422R,1_R2L,5,0,2,3,4,0,2,2,NA,OH,46.5890087,1.871556251,1.871598824,1.871824427,46.08309743,48.12337725,0.297207703,0.188129947,0.407539959,39.54087617,42.72757043,43.75664993,43.75664993,43.75664993,43.75664993,20.2323242,14.53383574,13.04492301,11.95997099,45.32791023,45.57843211,45.25127809,45.58809265,46.99768421,0.379999999,6,1432.4
122N05406,2.15578,13040,4,NA,NA,37.65786848,F,0422R,3_RMD,17,1,9,7,10,0,5,5,NA,OH,53.8945,2.351275798,2.351329282,2.351612713,53.24739623,55.56664439,0.613016614,0.373692914,0.281999998,46.14411718,48.16391035,51.4984621,51.4984621,51.4984621,51.4984621,7.079282282,6.596350355,6.545986185,7.089418658,49.71691983,51.54286192,51.33327351,51.56683056,54.46181053,0.08,2,1432.4
122N05408,1.95068,11230,2,NA,NA,30.56179076,N,0422R,1_R2L,10,0,5,5,6,0,2,4,NA,OH,47.23619731,1.275835861,1.275864882,1.276018676,46.739719,48.59825606,0.361418733,0.279349772,0.153429784,41.48639814,44.89503609,45.25221771,45.25221771,45.25221771,45.25221771,6.311712004,5.943056721,7.096534271,8.845581534,46.47700073,47.14637456,47.19921147,46.83791714,47.52925888,0.48,3,818.5142857
122N05321,2.16182,24341,4,56,NA,48,F,0076K,0_RI,7,0,0,7,7,0,0,7,NA,OH,61.32822695,1.296258662,1.296288147,1.296444402,61.0795448,62.11134876,0.802899268,0.774290421,0.230578395,56.90622297,59.81285289,60.34338235,60.34338235,60.34338235,60.34338235,4.05263199,4.149507857,4.096077043,3.888121537,61.11604223,60.60565143,60.87077683,60.75413648,61.19962254,0,0,-1
122N05322,4.45745,24341,4,56,NA,48,F,0076K,0_RI,40,0,4,36,36,0,2,34,NA,OH,57.00468917,2.609506054,2.609565413,2.60987997,56.95410825,57.13888173,0.756472731,0.408971996,0.505614939,49.96161904,57.64258498,56.37887598,56.37887598,56.37887598,56.37887598,10.17557646,10.05482435,9.263011484,8.741447844,58.41757611,58.33439564,58.18900016,57.91769103,56.65249779,0,0,-1
